weighted directed
536 2142 61
536 2143 32
536 2144 71
536 2145 45
537 2146 81
537 2147 37
537 2148 63
537 2149 57
538 2150 51
538 2151 45
538 2152 16
538 2153 31
539 2154 63
539 2155 100
539 2156 80
539 2157 68
540 2158 80
540 2159 71
540 2160 28
540 2161 54
541 2162 53
541 2163 84
541 2164 9
541 2165 35
542 2166 15
542 2167 70
542 2168 97
542 2169 20
543 2170 35
543 2171 11
543 2172 86
543 2173 8
544 2174 25
544 2175 42
544 2176 82
544 2177 32
545 2178 16
545 2179 1
545 2180 94
545 2181 10
546 2182 16
546 2183 78
546 2184 73
546 2185 99
547 2186 80
547 2187 49
547 2188 67
547 2189 47
548 2190 0
548 2191 96
548 2192 89
548 2193 24
549 2194 88
549 2195 87
549 2196 8
549 2197 11
550 2198 53
550 2199 59
550 2200 95
550 2201 62
551 2202 57
551 2203 55
551 2204 7
551 2205 46
552 2206 9
552 2207 77
552 2208 87
552 2209 28
553 2210 2
553 2211 39
553 2212 95
553 2213 62
554 2214 98
554 2215 58
554 2216 85
554 2217 92
555 2218 32
555 2219 12
555 2220 0
555 2221 76
556 2222 18
556 2223 40
556 2224 25
556 2225 35
557 2226 25
557 2227 58
557 2228 55
557 2229 67
558 2230 24
558 2231 51
558 2232 61
558 2233 3
559 2234 61
559 2235 65
559 2236 84
559 2237 49
560 2238 5
560 2239 84
560 2240 59
560 2241 65
561 2242 89
561 2243 45
561 2244 91
561 2245 57
562 2246 64
562 2247 13
562 2248 87
562 2249 10
563 2250 47
563 2251 7
563 2252 98
563 2253 48
564 2254 89
564 2255 0
564 2256 64
564 2257 38
565 2258 38
565 2259 95
565 2260 67
565 2261 2
566 2262 37
566 2263 40
566 2264 94
566 2265 13
567 2266 0
567 2267 26
567 2268 27
567 2269 30
568 2270 61
568 2271 23
568 2272 9
568 2273 21
569 2274 1
569 2275 88
569 2276 65
569 2277 89
570 2278 64
570 2279 58
570 2280 5
570 2281 33
571 2282 57
571 2283 66
571 2284 11
571 2285 91
572 2286 46
572 2287 42
572 2288 4
572 2289 21
573 2290 44
573 2291 78
573 2292 10
573 2293 13
574 2294 67
574 2295 99
574 2296 30
574 2297 11
575 2298 16
575 2299 60
575 2300 8
575 2301 59
576 2302 91
576 2303 52
576 2304 38
576 2305 83
577 2306 25
577 2307 64
577 2308 40
577 2309 42
578 2310 26
578 2311 70
578 2312 30
578 2313 38
579 2314 30
579 2315 2
579 2316 36
579 2317 19
580 2318 96
580 2319 94
580 2320 59
580 2321 88
581 2322 49
581 2323 42
581 2324 14
581 2325 27
582 2326 17
582 2327 86
582 2328 78
582 2329 100
583 2330 52
583 2331 2
583 2332 0
583 2333 55
584 2334 77
584 2335 84
584 2336 5
584 2337 42
585 2338 70
585 2339 20
585 2340 99
585 2341 5
586 2342 92
586 2343 97
586 2344 47
586 2345 30
587 2346 38
587 2347 59
587 2348 37
587 2349 39
588 2350 79
588 2351 44
588 2352 73
588 2353 19
589 2354 97
589 2355 8
589 2356 5
589 2357 99
590 2358 6
590 2359 77
590 2360 62
590 2361 9
591 2362 99
591 2363 46
591 2364 47
591 2365 56
592 2366 25
592 2367 85
592 2368 59
592 2369 86
593 2370 71
593 2371 30
593 2372 88
593 2373 6
594 2374 19
594 2375 15
594 2376 22
594 2377 41
595 2378 72
595 2379 70
595 2380 10
595 2381 93
596 2382 35
596 2383 90
596 2384 6
596 2385 55
597 2386 89
597 2387 82
597 2388 63
597 2389 72
598 2390 20
598 2391 83
598 2392 49
598 2393 6
599 2394 47
599 2395 27
599 2396 30
599 2397 36
600 2398 97
600 2399 87
600 2400 17
600 2401 70
601 2402 89
601 2403 66
601 2404 44
601 2405 31
602 2406 77
602 2407 60
602 2408 8
602 2409 88
603 2410 19
603 2411 25
603 2412 55
603 2413 45
604 2414 59
604 2415 64
604 2416 10
604 2417 34
605 2418 70
605 2419 33
605 2420 96
605 2421 54
606 2422 9
606 2423 45
606 2424 5
606 2425 13
607 2426 27
607 2427 38
607 2428 0
607 2429 29
608 2430 39
608 2431 100
608 2432 33
608 2433 90
609 2434 74
609 2435 7
609 2436 24
609 2437 13
610 2438 21
610 2439 98
610 2440 71
610 2441 37
611 2442 95
611 2443 34
611 2444 27
611 2445 49
612 2446 96
612 2447 70
612 2448 47
612 2449 57
613 2450 90
613 2451 80
613 2452 52
613 2453 6
614 2454 31
614 2455 50
614 2456 83
614 2457 11
615 2458 58
615 2459 42
615 2460 41
615 2461 46
616 2462 41
616 2463 31
616 2464 60
616 2465 98
617 2466 92
617 2467 84
617 2468 48
617 2469 13
618 2470 9
618 2471 84
618 2472 4
618 2473 97
619 2474 59
619 2475 62
619 2476 79
619 2477 3
620 2478 48
620 2479 11
620 2480 13
620 2481 23
621 2482 74
621 2483 69
621 2484 43
621 2485 35
622 2486 0
622 2487 23
622 2488 92
622 2489 10
623 2490 71
623 2491 55
623 2492 56
623 2493 89
624 2494 40
624 2495 62
624 2496 84
624 2497 86
625 2498 37
625 2499 1
625 2500 38
625 2501 19
626 2502 49
626 2503 46
626 2504 23
626 2505 59
627 2506 9
627 2507 81
627 2508 93
627 2509 38
628 2510 82
628 2511 71
628 2512 71
628 2513 1
629 2514 1
629 2515 8
629 2516 63
629 2517 60
630 2518 61
630 2519 86
630 2520 65
630 2521 70
631 2522 89
631 2523 77
631 2524 41
631 2525 25
632 2526 38
632 2527 6
632 2528 5
632 2529 59
633 2530 86
633 2531 1
633 2532 94
633 2533 100
634 2534 6
634 2535 31
634 2536 92
634 2537 82
635 2538 19
635 2539 98
635 2540 94
635 2541 30
636 2542 60
636 2543 62
636 2544 52
636 2545 99
637 2546 91
637 2547 33
637 2548 20
637 2549 76
638 2550 70
638 2551 44
638 2552 40
638 2553 48
639 2554 40
639 2555 3
639 2556 100
639 2557 82
640 2558 90
640 2559 99
640 2560 46
640 2561 46
641 2562 44
641 2563 61
641 2564 65
641 2565 9
642 2566 40
642 2567 65
642 2568 1
642 2569 95
643 2570 43
643 2571 45
643 2572 15
643 2573 24
644 2574 37
644 2575 69
644 2576 27
644 2577 84
645 2578 32
645 2579 97
645 2580 53
645 2581 34
646 2582 62
646 2583 65
646 2584 79
646 2585 65
647 2586 82
647 2587 65
647 2588 49
647 2589 17
648 2590 43
648 2591 83
648 2592 4
648 2593 65
649 2594 55
649 2595 2
649 2596 50
649 2597 39
650 2598 24
650 2599 37
650 2600 87
650 2601 17
651 2602 30
651 2603 9
651 2604 45
651 2605 34
652 2606 69
652 2607 46
652 2608 68
652 2609 41
653 2610 100
653 2611 14
653 2612 72
653 2613 40
654 2614 42
654 2615 100
654 2616 18
654 2617 11
655 2618 44
655 2619 86
655 2620 36
655 2621 67
656 2622 75
656 2623 83
656 2624 0
656 2625 69
657 2626 61
657 2627 27
657 2628 0
657 2629 9
658 2630 12
658 2631 0
658 2632 1
658 2633 27
659 2634 31
659 2635 96
659 2636 57
659 2637 55
660 2638 24
660 2639 24
660 2640 65
660 2641 100
661 2642 58
661 2643 53
661 2644 48
661 2645 88
662 2646 43
662 2647 99
662 2648 17
662 2649 18
663 2650 31
663 2651 68
663 2652 64
663 2653 92
664 2654 89
664 2655 97
664 2656 72
664 2657 61
665 2658 44
665 2659 40
665 2660 55
665 2661 95
666 2662 87
666 2663 68
666 2664 23
666 2665 54
667 2666 31
667 2667 85
667 2668 8
667 2669 2
668 2670 53
668 2671 69
668 2672 5
668 2673 94
669 2674 34
669 2675 27
669 2676 14
669 2677 62
670 2678 95
670 2679 51
670 2680 66
670 2681 29
671 2682 100
671 2683 24
671 2684 34
671 2685 32
672 2686 23
672 2687 34
672 2688 83
672 2689 86
673 2690 99
673 2691 85
673 2692 67
673 2693 24
674 2694 87
674 2695 12
674 2696 60
674 2697 90
675 2698 100
675 2699 14
675 2700 32
675 2701 33
676 2702 20
676 2703 16
676 2704 51
676 2705 67
677 2706 4
677 2707 20
677 2708 8
677 2709 84
678 2710 43
678 2711 70
678 2712 10
678 2713 82
679 2714 42
679 2715 99
679 2716 50
679 2717 4
680 2718 57
680 2719 18
680 2720 72
680 2721 33
681 2722 66
681 2723 10
681 2724 41
681 2725 63
682 2726 32
682 2727 58
682 2728 99
682 2729 33
683 2730 7
683 2731 12
683 2732 5
683 2733 11
684 2734 78
684 2735 47
684 2736 2
684 2737 27
685 2738 26
685 2739 19
685 2740 13
685 2741 11
686 2742 70
686 2743 52
686 2744 95
686 2745 35
687 2746 33
687 2747 68
687 2748 47
687 2749 96
688 2750 13
688 2751 81
688 2752 28
688 2753 100
689 2754 62
689 2755 71
689 2756 32
689 2757 2
690 2758 21
690 2759 87
690 2760 34
690 2761 9
691 2762 55
691 2763 56
691 2764 42
691 2765 30
692 2766 81
692 2767 78
692 2768 50
692 2769 27
693 2770 55
693 2771 88
693 2772 74
693 2773 54
694 2774 5
694 2775 11
694 2776 44
694 2777 26
695 2778 96
695 2779 11
695 2780 41
695 2781 76
696 2782 71
696 2783 97
696 2784 47
696 2785 8
697 2786 77
697 2787 45
697 2788 70
697 2789 55
698 2790 40
698 2791 79
698 2792 100
698 2793 91
699 2794 39
699 2795 24
699 2796 53
699 2797 41
700 2798 10
700 2799 15
700 2800 28
700 2801 13
701 2802 85
701 2803 57
701 2804 68
701 2805 96
702 2806 73
702 2807 73
702 2808 77
702 2809 61
703 2810 96
703 2811 97
703 2812 49
703 2813 28
704 2814 15
704 2815 66
704 2816 37
704 2817 11
705 2818 62
705 2819 73
705 2820 71
705 2821 10
706 2822 61
706 2823 85
706 2824 10
706 2825 11
707 2826 7
707 2827 52
707 2828 1
707 2829 40
708 2830 14
708 2831 49
708 2832 87
708 2833 25
709 2834 47
709 2835 12
709 2836 77
709 2837 86
710 2838 4
710 2839 23
710 2840 15
710 2841 78
711 2842 8
711 2843 20
711 2844 74
711 2845 7
712 2846 72
712 2847 76
712 2848 33
712 2849 62
713 2850 38
713 2851 15
713 2852 63
713 2853 56
714 2854 97
714 2855 78
714 2856 55
714 2857 9
715 2858 85
715 2859 58
715 2860 59
715 2861 59
716 2862 45
716 2863 37
716 2864 90
716 2865 73
717 2866 34
717 2867 75
717 2868 72
717 2869 33
718 2870 94
718 2871 13
718 2872 67
718 2873 8
719 2874 64
719 2875 63
719 2876 60
719 2877 49
720 2878 55
720 2879 44
720 2880 81
720 2881 26
721 2882 4
721 2883 84
721 2884 69
721 2885 87
722 2886 51
722 2887 62
722 2888 50
722 2889 98
723 2890 58
723 2891 48
723 2892 61
723 2893 9
724 2894 15
724 2895 1
724 2896 94
724 2897 35
725 2898 69
725 2899 13
725 2900 84
725 2901 44
726 2902 45
726 2903 72
726 2904 28
726 2905 88
727 2906 32
727 2907 29
727 2908 74
727 2909 14
728 2910 77
728 2911 1
728 2912 15
728 2913 74
729 2914 66
729 2915 53
729 2916 42
729 2917 10
730 2918 5
730 2919 19
730 2920 46
730 2921 8
731 2922 97
731 2923 16
731 2924 14
731 2925 17
732 2926 93
732 2927 47
732 2928 32
732 2929 89
733 2930 45
733 2931 80
733 2932 30
733 2933 50
734 2934 98
734 2935 90
734 2936 65
734 2937 14
735 2938 43
735 2939 22
735 2940 13
735 2941 8
736 2942 89
736 2943 24
736 2944 55
736 2945 33
737 2946 41
737 2947 100
737 2948 0
737 2949 80
738 2950 4
738 2951 38
738 2952 33
738 2953 81
739 2954 61
739 2955 26
739 2956 32
739 2957 69
740 2958 42
740 2959 89
740 2960 95
740 2961 88
741 2962 76
741 2963 12
741 2964 77
741 2965 82
742 2966 75
742 2967 64
742 2968 97
742 2969 20
743 2970 73
743 2971 10
743 2972 4
743 2973 90
744 2974 86
744 2975 79
744 2976 40
744 2977 15
745 2978 66
745 2979 36
745 2980 36
745 2981 48
746 2982 86
746 2983 61
746 2984 8
746 2985 98
747 2986 34
747 2987 25
747 2988 57
747 2989 50
748 2990 19
748 2991 100
748 2992 30
748 2993 71
749 2994 11
749 2995 42
749 2996 95
749 2997 74
750 2998 80
750 2999 93
750 3000 35
750 3001 53
751 3002 77
751 3003 80
751 3004 52
751 3005 38
752 3006 50
752 3007 63
752 3008 12
752 3009 45
753 3010 93
753 3011 81
753 3012 14
753 3013 11
754 3014 10
754 3015 54
754 3016 20
754 3017 11
755 3018 2
755 3019 0
755 3020 82
755 3021 73
756 3022 47
756 3023 67
756 3024 17
756 3025 16
757 3026 43
757 3027 22
757 3028 32
757 3029 93
758 3030 87
758 3031 2
758 3032 90
758 3033 49
759 3034 30
759 3035 52
759 3036 100
759 3037 46
760 3038 90
760 3039 60
760 3040 42
760 3041 94
761 3042 12
761 3043 75
761 3044 20
761 3045 95
762 3046 66
762 3047 96
762 3048 6
762 3049 68
763 3050 74
763 3051 75
763 3052 99
763 3053 31
764 3054 71
764 3055 0
764 3056 65
764 3057 50
765 3058 72
765 3059 50
765 3060 18
765 3061 1
766 3062 80
766 3063 17
766 3064 8
766 3065 66
767 3066 48
767 3067 72
767 3068 53
767 3069 67
768 3070 20
768 3071 29
768 3072 91
768 3073 18
769 3074 1
769 3075 22
769 3076 57
769 3077 62
770 3078 77
770 3079 1
770 3080 30
770 3081 22
771 3082 60
771 3083 89
771 3084 2
771 3085 17
772 3086 54
772 3087 14
772 3088 28
772 3089 21
773 3090 46
773 3091 83
773 3092 37
773 3093 74
774 3094 40
774 3095 41
774 3096 99
774 3097 29
775 3098 34
775 3099 37
775 3100 92
775 3101 12
776 3102 42
776 3103 48
776 3104 32
776 3105 12
777 3106 46
777 3107 95
777 3108 65
777 3109 36
778 3110 50
778 3111 50
778 3112 21
778 3113 77
779 3114 51
779 3115 77
779 3116 89
779 3117 10
780 3118 86
780 3119 80
780 3120 56
780 3121 70
781 3122 71
781 3123 74
781 3124 35
781 3125 14
782 3126 30
782 3127 54
782 3128 41
782 3129 28
783 3130 87
783 3131 93
783 3132 77
783 3133 43
784 3134 86
784 3135 12
784 3136 53
784 3137 90
785 3138 57
785 3139 43
785 3140 86
785 3141 33
786 3142 92
786 3143 56
786 3144 88
786 3145 9
787 3146 91
787 3147 69
787 3148 41
787 3149 81
788 3150 7
788 3151 42
788 3152 7
788 3153 76
789 3154 77
789 3155 75
789 3156 78
789 3157 48
790 3158 92
790 3159 47
790 3160 46
790 3161 13
791 3162 46
791 3163 29
791 3164 62
791 3165 90
792 3166 11
792 3167 71
792 3168 45
792 3169 88
793 3170 91
793 3171 65
793 3172 65
793 3173 73
794 3174 100
794 3175 25
794 3176 6
794 3177 76
795 3178 87
795 3179 41
795 3180 52
795 3181 65
796 3182 23
796 3183 31
796 3184 64
796 3185 69
797 3186 24
797 3187 60
797 3188 9
797 3189 13
798 3190 62
798 3191 67
798 3192 3
798 3193 22
799 3194 92
799 3195 82
799 3196 28
799 3197 42
800 3198 75
800 3199 92
800 3200 47
800 3201 94
801 3202 57
801 3203 63
801 3204 76
801 3205 51
802 3206 88
802 3207 92
802 3208 7
802 3209 32
803 3210 28
803 3211 5
803 3212 13
803 3213 40
804 3214 38
804 3215 99
804 3216 76
804 3217 2
805 3218 88
805 3219 91
805 3220 13
805 3221 80
806 3222 83
806 3223 82
806 3224 77
806 3225 49
807 3226 82
807 3227 19
807 3228 30
807 3229 91
808 3230 14
808 3231 47
808 3232 75
808 3233 53
809 3234 55
809 3235 71
809 3236 63
809 3237 53
810 3238 28
810 3239 66
810 3240 94
810 3241 95
811 3242 48
811 3243 45
811 3244 18
811 3245 97
812 3246 11
812 3247 33
812 3248 91
812 3249 66
813 3250 6
813 3251 83
813 3252 94
813 3253 83
814 3254 23
814 3255 0
814 3256 63
814 3257 58
815 3258 91
815 3259 70
815 3260 87
815 3261 37
816 3262 33
816 3263 32
816 3264 93
816 3265 83
817 3266 89
817 3267 18
817 3268 89
817 3269 2
818 3270 13
818 3271 10
818 3272 69
818 3273 99
819 3274 9
819 3275 43
819 3276 66
819 3277 70
820 3278 91
820 3279 77
820 3280 46
820 3281 81
821 3282 80
821 3283 64
821 3284 86
821 3285 66
822 3286 65
822 3287 84
822 3288 52
822 3289 37
823 3290 55
823 3291 5
823 3292 75
823 3293 8
824 3294 92
824 3295 23
824 3296 83
824 3297 50
825 3298 32
825 3299 23
825 3300 66
825 3301 74
826 3302 54
826 3303 48
826 3304 38
826 3305 30
827 3306 29
827 3307 88
827 3308 19
827 3309 60
828 3310 66
828 3311 4
828 3312 36
828 3313 66
829 3314 91
829 3315 42
829 3316 37
829 3317 36
830 3318 57
830 3319 58
830 3320 81
830 3321 47
831 3322 24
831 3323 60
831 3324 45
831 3325 100
832 3326 45
832 3327 21
832 3328 45
832 3329 56
833 3330 59
833 3331 16
833 3332 24
833 3333 97
834 3334 62
834 3335 80
834 3336 46
834 3337 96
835 3338 75
835 3339 58
835 3340 57
835 3341 54
836 3342 11
836 3343 99
836 3344 28
836 3345 43
837 3346 93
837 3347 9
837 3348 29
837 3349 71
838 3350 24
838 3351 71
838 3352 43
838 3353 9
839 3354 42
839 3355 97
839 3356 76
839 3357 48
840 3358 38
840 3359 53
840 3360 99
840 3361 68
841 3362 30
841 3363 66
841 3364 98
841 3365 51
842 3366 1
842 3367 30
842 3368 28
842 3369 68
843 3370 97
843 3371 95
843 3372 88
843 3373 86
844 3374 81
844 3375 38
844 3376 95
844 3377 25
845 3378 41
845 3379 40
845 3380 62
845 3381 77
846 3382 83
846 3383 91
846 3384 57
846 3385 62
847 3386 68
847 3387 59
847 3388 46
847 3389 8
848 3390 16
848 3391 99
848 3392 46
848 3393 90
849 3394 22
849 3395 41
849 3396 41
849 3397 43
850 3398 49
850 3399 72
850 3400 65
850 3401 5
851 3402 15
851 3403 87
851 3404 90
851 3405 8
852 3406 71
852 3407 84
852 3408 50
852 3409 50
853 3410 17
853 3411 99
853 3412 21
853 3413 29
854 3414 2
854 3415 36
854 3416 64
854 3417 44
855 3418 89
855 3419 10
855 3420 93
855 3421 75
856 3422 94
856 3423 41
856 3424 46
856 3425 86
857 3426 97
857 3427 99
857 3428 21
857 3429 6
858 3430 70
858 3431 6
858 3432 30
858 3433 36
859 3434 40
859 3435 45
859 3436 12
859 3437 26
860 3438 63
860 3439 92
860 3440 100
860 3441 96
861 3442 6
861 3443 31
861 3444 19
861 3445 14
862 3446 9
862 3447 33
862 3448 93
862 3449 98
863 3450 35
863 3451 1
863 3452 52
863 3453 20
864 3454 17
864 3455 3
864 3456 10
864 3457 93
865 3458 12
865 3459 13
865 3460 54
865 3461 6
866 3462 41
866 3463 52
866 3464 45
866 3465 48
867 3466 89
867 3467 78
867 3468 20
867 3469 91
868 3470 51
868 3471 36
868 3472 85
868 3473 47
869 3474 74
869 3475 45
869 3476 91
869 3477 17
870 3478 36
870 3479 34
870 3480 27
870 3481 98
871 3482 78
871 3483 14
871 3484 66
871 3485 91
872 3486 4
872 3487 39
872 3488 95
872 3489 73
873 3490 26
873 3491 92
873 3492 17
873 3493 5
874 3494 100
874 3495 73
874 3496 33
874 3497 93
875 3498 65
875 3499 97
875 3500 59
875 3501 26
876 3502 48
876 3503 96
876 3504 11
876 3505 99
877 3506 2
877 3507 71
877 3508 76
877 3509 81
878 3510 4
878 3511 42
878 3512 6
878 3513 58
879 3514 62
879 3515 100
879 3516 19
879 3517 5
880 3518 87
880 3519 68
880 3520 92
880 3521 63
881 3522 10
881 3523 90
881 3524 70
881 3525 53
882 3526 26
882 3527 97
882 3528 21
882 3529 28
883 3530 80
883 3531 17
883 3532 10
883 3533 21
884 3534 98
884 3535 22
884 3536 55
884 3537 94
885 3538 61
885 3539 49
885 3540 11
885 3541 45
886 3542 51
886 3543 30
886 3544 43
886 3545 27
887 3546 100
887 3547 15
887 3548 79
887 3549 18
888 3550 49
888 3551 46
888 3552 73
888 3553 29
889 3554 74
889 3555 18
889 3556 38
889 3557 79
890 3558 75
890 3559 64
890 3560 79
890 3561 50
891 3562 22
891 3563 93
891 3564 56
891 3565 73
892 3566 30
892 3567 12
892 3568 27
892 3569 31
893 3570 89
893 3571 52
893 3572 30
893 3573 57
894 3574 50
894 3575 56
894 3576 93
894 3577 13
895 3578 14
895 3579 82
895 3580 61
895 3581 70
896 3582 21
896 3583 24
896 3584 72
896 3585 62
897 3586 69
897 3587 94
897 3588 51
897 3589 73
898 3590 73
898 3591 73
898 3592 95
898 3593 17
899 3594 30
899 3595 98
899 3596 33
899 3597 76
900 3598 12
900 3599 81
900 3600 98
900 3601 73
901 3602 45
901 3603 19
901 3604 7
901 3605 25
902 3606 36
902 3607 88
902 3608 57
902 3609 54
903 3610 7
903 3611 66
903 3612 57
903 3613 56
904 3614 14
904 3615 100
904 3616 40
904 3617 49
905 3618 56
905 3619 97
905 3620 11
905 3621 47
906 3622 28
906 3623 0
906 3624 95
906 3625 80
907 3626 35
907 3627 27
907 3628 35
907 3629 84
908 3630 79
908 3631 1
908 3632 91
908 3633 86
909 3634 65
909 3635 18
909 3636 87
909 3637 24
910 3638 51
910 3639 48
910 3640 9
910 3641 53
911 3642 73
911 3643 80
911 3644 68
911 3645 11
912 3646 77
912 3647 90
912 3648 41
912 3649 50
913 3650 69
913 3651 47
913 3652 56
913 3653 59
914 3654 33
914 3655 65
914 3656 67
914 3657 79
915 3658 54
915 3659 24
915 3660 30
915 3661 53
916 3662 17
916 3663 30
916 3664 57
916 3665 54
917 3666 49
917 3667 5
917 3668 85
917 3669 28
918 3670 32
918 3671 53
918 3672 6
918 3673 19
919 3674 25
919 3675 86
919 3676 46
919 3677 6
920 3678 91
920 3679 69
920 3680 81
920 3681 26
921 3682 77
921 3683 53
921 3684 96
921 3685 26
922 3686 58
922 3687 33
922 3688 44
922 3689 16
923 3690 94
923 3691 63
923 3692 25
923 3693 99
924 3694 14
924 3695 11
924 3696 13
924 3697 31
925 3698 41
925 3699 16
925 3700 54
925 3701 80
926 3702 47
926 3703 10
926 3704 26
926 3705 39
927 3706 65
927 3707 8
927 3708 57
927 3709 84
928 3710 67
928 3711 8
928 3712 17
928 3713 40
929 3714 77
929 3715 28
929 3716 61
929 3717 9
930 3718 74
930 3719 39
930 3720 26
930 3721 13
931 3722 79
931 3723 26
931 3724 84
931 3725 68
932 3726 28
932 3727 20
932 3728 79
932 3729 89
933 3730 9
933 3731 57
933 3732 9
933 3733 5
934 3734 24
934 3735 79
934 3736 18
934 3737 75
935 3738 55
935 3739 76
935 3740 63
935 3741 81
936 3742 52
936 3743 98
936 3744 11
936 3745 53
937 3746 63
937 3747 33
937 3748 4
937 3749 89
938 3750 55
938 3751 87
938 3752 47
938 3753 89
939 3754 92
939 3755 43
939 3756 27
939 3757 65
940 3758 97
940 3759 36
940 3760 88
940 3761 41
941 3762 48
941 3763 59
941 3764 73
941 3765 9
942 3766 73
942 3767 99
942 3768 84
942 3769 83
943 3770 70
943 3771 67
943 3772 53
943 3773 40
944 3774 32
944 3775 49
944 3776 4
944 3777 6
945 3778 98
945 3779 86
945 3780 13
945 3781 0
946 3782 52
946 3783 37
946 3784 33
946 3785 18
947 3786 65
947 3787 61
947 3788 97
947 3789 21
948 3790 56
948 3791 30
948 3792 17
948 3793 55
949 3794 1
949 3795 90
949 3796 63
949 3797 49
950 3798 34
950 3799 22
950 3800 86
950 3801 98
951 3802 87
951 3803 9
951 3804 87
951 3805 83
952 3806 6
952 3807 75
952 3808 68
952 3809 84
953 3810 72
953 3811 42
953 3812 73
953 3813 96
954 3814 87
954 3815 3
954 3816 87
954 3817 82
955 3818 50
955 3819 28
955 3820 43
955 3821 74
956 3822 36
956 3823 90
956 3824 95
956 3825 53
957 3826 30
957 3827 84
957 3828 62
957 3829 36
958 3830 69
958 3831 47
958 3832 69
958 3833 23
959 3834 90
959 3835 77
959 3836 67
959 3837 94
960 3838 12
960 3839 10
960 3840 30
960 3841 89
961 3842 78
961 3843 55
961 3844 14
961 3845 94
962 3846 31
962 3847 64
962 3848 47
962 3849 16
963 3850 71
963 3851 96
963 3852 12
963 3853 69
964 3854 84
964 3855 70
964 3856 61
964 3857 68
965 3858 77
965 3859 7
965 3860 76
965 3861 11
966 3862 99
966 3863 51
966 3864 82
966 3865 70
967 3866 5
967 3867 19
967 3868 24
967 3869 26
968 3870 32
968 3871 74
968 3872 38
968 3873 30
969 3874 40
969 3875 82
969 3876 21
969 3877 73
970 3878 14
970 3879 81
970 3880 69
970 3881 39
971 3882 93
971 3883 62
971 3884 12
971 3885 1
972 3886 95
972 3887 40
972 3888 68
972 3889 60
973 3890 89
973 3891 41
973 3892 23
973 3893 48
974 3894 12
974 3895 23
974 3896 11
974 3897 92
975 3898 30
975 3899 7
975 3900 30
975 3901 35
976 3902 29
976 3903 23
976 3904 89
976 3905 38
